JURISDICTION NAME,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,PERCENT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL
h6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0001,44,22,0.5,22,0.5,0,0,44,100,0,0,16,0.36,0,0,3,0.07,1,0.02,21,0.48,3,0.07,0,0,44,100,2,0.05,42,0.95,0,0,0,0,44,100,20,0.45,24,0.55,0,0,44,100
i0002,35,19,0.54,16,0.46,0,0,35,100,0,0,1,0.03,0,0,28,0.8,6,0.17,0,0,0,0,0,0,35,100,2,0.06,33,0.94,0,0,0,0,35,100,2,0.06,33,0.94,0,0,35,100
i0003,1,1,1,0,0,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i0004,2,2,1,0,0,0,0,2,100,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,100,1,0.5,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,2,100
i0005,2,2,1,0,0,0,0,2,100,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,100,1,0.5,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,2,100
i0006,6,2,0.33,4,0.67,0,0,6,100,0,0,2,0.33,0,0,0,0,1,0.17,3,0.5,0,0,0,0,6,100,0,0,6,1,0,0,0,0,6,100,0,0,6,1,0,0,6,100
i0007,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,1,1,0,0,0,0,1,100
i0009,2,0,0,2,1,0,0,2,100,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,0,0,2,1,0,0,2,100
i0010,3,2,0.67,1,0.33,0,0,3,100,0,0,1,0.33,0,0,0,0,0,0,1,0.33,1,0.33,0,0,3,99,0,0,3,1,0,0,0,0,3,100,0,0,3,1,0,0,3,100
i0011,3,2,0.67,1,0.33,0,0,3,100,0,0,1,0.33,0,0,0,0,0,0,1,0.33,1,0.33,0,0,3,99,0,0,3,1,0,0,0,0,3,100,0,0,3,1,0,0,3,100
i0012,8,1,0.13,7,0.88,0,0,8,100,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,100,0,0,8,1,0,0,0,0,8,100,1,0.13,7,0.88,0,0,8,100
i0013,8,1,0.13,7,0.88,0,0,8,100,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,100,0,0,8,1,0,0,0,0,8,100,1,0.13,7,0.88,0,0,8,100
i0014,17,12,0.71,5,0.29,0,0,17,100,0,0,9,0.53,0,0,0,0,0,0,8,0.47,0,0,0,0,17,100,0,0,17,1,0,0,0,0,17,100,9,0.53,8,0.47,0,0,17,100
i0016,17,12,0.71,5,0.29,0,0,17,100,0,0,9,0.53,0,0,0,0,0,0,8,0.47,0,0,0,0,17,100,0,0,17,1,0,0,0,0,17,100,9,0.53,8,0.47,0,0,17,100
i0017,3,2,0.67,1,0.33,0,0,3,100,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,100,1,0.33,2,0.67,0,0,0,0,3,100,0,0,3,1,0,0,3,100
i0018,3,2,0.67,1,0.33,0,0,3,100,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,100,1,0.33,2,0.67,0,0,0,0,3,100,0,0,3,1,0,0,3,100
i0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0021,1,1,1,0,0,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i0022,1,1,1,0,0,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i0023,7,5,0.71,2,0.29,0,0,7,100,0,0,3,0.43,0,0,1,0.14,0,0,3,0.43,0,0,0,0,7,100,0,0,7,1,0,0,0,0,7,100,5,0.71,2,0.29,0,0,7,100
i0024,4,4,1,0,0,0,0,4,100,0,0,0,0,0,0,0,0,3,0.75,0,0,0,0,1,0.25,4,100,0,0,4,1,0,0,0,0,4,100,1,0.25,3,0.75,0,0,4,100
i0025,27,17,0.63,10,0.37,0,0,27,100,0,0,15,0.56,0,0,0,0,0,0,11,0.41,1,0.04,0,0,27,100,3,0.11,24,0.89,0,0,0,0,27,100,8,0.3,19,0.7,0,0,27,100
i0026,7,4,0.57,3,0.43,0,0,7,100,0,0,1,0.14,0,0,1,0.14,0,0,4,0.57,1,0.14,0,0,7,99,1,0.14,6,0.86,0,0,0,0,7,100,1,0.14,6,0.86,0,0,7,100
i0027,7,4,0.57,3,0.43,0,0,7,100,0,0,1,0.14,0,0,1,0.14,0,0,4,0.57,1,0.14,0,0,7,99,1,0.14,6,0.86,0,0,0,0,7,100,1,0.14,6,0.86,0,0,7,100
i0028,20,13,0.65,7,0.35,0,0,20,100,0,0,4,0.2,0,0,0,0,0,0,15,0.75,1,0.05,0,0,20,100,0,0,20,1,0,0,0,0,20,100,8,0.4,12,0.6,0,0,20,100
i0029,20,13,0.65,7,0.35,0,0,20,100,0,0,4,0.2,0,0,0,0,0,0,15,0.75,1,0.05,0,0,20,100,0,0,20,1,0,0,0,0,20,100,8,0.4,12,0.6,0,0,20,100
i0030,13,4,0.31,9,0.69,0,0,13,100,0,0,9,0.69,0,0,1,0.08,0,0,2,0.15,1,0.08,0,0,13,100,1,0.08,12,0.92,0,0,0,0,13,100,5,0.38,8,0.62,0,0,13,100
i0031,13,4,0.31,9,0.69,0,0,13,100,0,0,9,0.69,0,0,1,0.08,0,0,2,0.15,1,0.08,0,0,13,100,1,0.08,12,0.92,0,0,0,0,13,100,5,0.38,8,0.62,0,0,13,100
i0032,13,4,0.31,9,0.69,0,0,13,100,0,0,9,0.69,0,0,1,0.08,0,0,2,0.15,1,0.08,0,0,13,100,1,0.08,12,0.92,0,0,0,0,13,100,5,0.38,8,0.62,0,0,13,100
i0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0035,2,2,1,0,0,0,0,2,100,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,2,1,0,0,0,0,2,100
i0036,2,2,1,0,0,0,0,2,100,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,2,100,0,0,2,1,0,0,0,0,2,100,2,1,0,0,0,0,2,100
i0037,16,11,0.69,5,0.31,0,0,16,100,0,0,2,0.13,0,0,9,0.56,0,0,5,0.31,0,0,0,0,16,100,1,0.06,15,0.94,0,0,0,0,16,100,3,0.19,13,0.81,0,0,16,100
i0038,16,11,0.69,5,0.31,0,0,16,100,0,0,2,0.13,0,0,9,0.56,0,0,5,0.31,0,0,0,0,16,100,1,0.06,15,0.94,0,0,0,0,16,100,3,0.19,13,0.81,0,0,16,100
i0039,5,4,0.8,1,0.2,0,0,5,100,0,0,3,0.6,0,0,1,0.2,0,0,1,0.2,0,0,0,0,5,100,0,0,5,1,0,0,0,0,5,100,2,0.4,3,0.6,0,0,5,100
i0040,5,4,0.8,1,0.2,0,0,5,100,0,0,3,0.6,0,0,1,0.2,0,0,1,0.2,0,0,0,0,5,100,0,0,5,1,0,0,0,0,5,100,2,0.4,3,0.6,0,0,5,100
i0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0305,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i0306,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0310,41,21,0.51,20,0.49,0,0,41,100,0,0,22,0.54,0,0,1,0.02,0,0,15,0.37,2,0.05,1,0.02,41,100,3,0.07,38,0.93,0,0,0,0,41,100,12,0.29,29,0.71,0,0,41,100
i0312,41,21,0.51,20,0.49,0,0,41,100,0,0,22,0.54,0,0,1,0.02,0,0,15,0.37,2,0.05,1,0.02,41,100,3,0.07,38,0.93,0,0,0,0,41,100,12,0.29,29,0.71,0,0,41,100
i0314,41,21,0.51,20,0.49,0,0,41,100,0,0,22,0.54,0,0,1,0.02,0,0,15,0.37,2,0.05,1,0.02,41,100,3,0.07,38,0.93,0,0,0,0,41,100,12,0.29,29,0.71,0,0,41,100
i0451,41,21,0.51,20,0.49,0,0,41,100,0,0,22,0.54,0,0,1,0.02,0,0,15,0.37,2,0.05,1,0.02,41,100,3,0.07,38,0.93,0,0,0,0,41,100,12,0.29,29,0.71,0,0,41,100
i0452,17,12,0.71,5,0.29,0,0,17,100,0,0,10,0.59,0,0,0,0,0,0,5,0.29,1,0.06,1,0.06,17,100,0,0,17,1,0,0,0,0,17,100,3,0.18,14,0.82,0,0,17,100
i0453,14,7,0.5,7,0.5,0,0,14,100,0,0,6,0.43,0,0,0,0,0,0,8,0.57,0,0,0,0,14,100,2,0.14,12,0.86,0,0,0,0,14,100,8,0.57,6,0.43,0,0,14,100
i0454,18,8,0.44,10,0.56,0,0,18,100,0,0,7,0.39,0,0,1,0.06,0,0,10,0.56,0,0,0,0,18,100,1,0.06,17,0.94,0,0,0,0,18,100,8,0.44,10,0.56,0,0,18,100
i0455,27,17,0.63,10,0.37,0,0,27,100,0,0,5,0.19,0,0,0,0,0,0,20,0.74,2,0.07,0,0,27,100,1,0.04,25,0.93,1,0.04,0,0,27,100,7,0.26,20,0.74,0,0,27,100
i0456,5,3,0.6,2,0.4,0,0,5,100,0,0,3,0.6,1,0.2,0,0,0,0,0,0,1,0.2,0,0,5,100,0,0,5,1,0,0,0,0,5,100,1,0.2,4,0.8,0,0,5,100
i0457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0458,52,25,0.48,27,0.52,0,0,52,100,0,0,24,0.46,0,0,0,0,1,0.02,23,0.44,3,0.06,1,0.02,52,100,3,0.06,48,0.92,1,0.02,0,0,52,100,19,0.37,33,0.63,0,0,52,100
i0459,7,5,0.71,2,0.29,0,0,7,100,0,0,3,0.43,0,0,0,0,0,0,4,0.57,0,0,0,0,7,100,2,0.29,5,0.71,0,0,0,0,7,100,3,0.43,4,0.57,0,0,7,100
i0460,27,20,0.74,7,0.26,0,0,27,100,0,0,9,0.33,0,0,0,0,1,0.04,15,0.56,2,0.07,0,0,27,100,2,0.07,25,0.93,0,0,0,0,27,100,14,0.52,13,0.48,0,0,27,100
i0461,49,26,0.53,23,0.47,0,0,49,100,1,0.02,21,0.43,1,0.02,1,0.02,1,0.02,18,0.37,5,0.1,1,0.02,49,100,1,0.02,48,0.98,0,0,0,0,49,100,21,0.43,28,0.57,0,0,49,100
i0462,3,2,0.67,1,0.33,0,0,3,100,0,0,1,0.33,0,0,0,0,0,0,2,0.67,0,0,0,0,3,100,0,0,2,0.67,1,0.33,0,0,3,100,3,1,0,0,0,0,3,100
i0463,59,33,0.56,26,0.44,0,0,59,100,0,0,36,0.61,0,0,0,0,2,0.03,18,0.31,3,0.05,0,0,59,100,3,0.05,54,0.92,2,0.03,0,0,59,100,20,0.34,39,0.66,0,0,59,100
i0464,15,7,0.47,8,0.53,0,0,15,100,0,0,7,0.47,0,0,1,0.07,0,0,7,0.47,0,0,0,0,15,100,0,0,15,1,0,0,0,0,15,100,7,0.47,8,0.53,0,0,15,100
i0465,21,17,0.81,4,0.19,0,0,21,100,0,0,14,0.67,0,0,1,0.05,4,0.19,2,0.1,0,0,0,0,21,100,1,0.05,20,0.95,0,0,0,0,21,100,5,0.24,16,0.76,0,0,21,100
i0466,65,39,0.6,26,0.4,0,0,65,100,1,0.02,14,0.22,0,0,0,0,0,0,50,0.77,0,0,0,0,65,100,3,0.05,62,0.95,0,0,0,0,65,100,17,0.26,48,0.74,0,0,65,100
i0467,106,65,0.61,41,0.39,0,0,106,100,0,0,51,0.48,1,0.01,4,0.04,1,0.01,47,0.44,2,0.02,0,0,106,100,10,0.09,94,0.89,2,0.02,0,0,106,100,33,0.31,73,0.69,0,0,106,100
i0468,81,46,0.57,35,0.43,0,0,81,100,0,0,35,0.43,0,0,3,0.04,0,0,36,0.44,7,0.09,0,0,81,100,2,0.02,79,0.98,0,0,0,0,81,100,23,0.28,58,0.72,0,0,81,100
i0469,10,7,0.7,3,0.3,0,0,10,100,0,0,4,0.4,0,0,0,0,1,0.1,5,0.5,0,0,0,0,10,100,2,0.2,8,0.8,0,0,0,0,10,100,4,0.4,6,0.6,0,0,10,100
i0471,43,24,0.56,19,0.44,0,0,43,100,0,0,27,0.63,0,0,1,0.02,2,0.05,12,0.28,1,0.02,0,0,43,100,2,0.05,41,0.95,0,0,0,0,43,100,17,0.4,26,0.6,0,0,43,100
i0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0473,20,12,0.6,8,0.4,0,0,20,100,0,0,7,0.35,0,0,0,0,1,0.05,12,0.6,0,0,0,0,20,100,2,0.1,18,0.9,0,0,0,0,20,100,8,0.4,12,0.6,0,0,20,100
i0474,20,12,0.6,8,0.4,0,0,20,100,0,0,7,0.35,0,0,0,0,1,0.05,12,0.6,0,0,0,0,20,100,2,0.1,18,0.9,0,0,0,0,20,100,8,0.4,12,0.6,0,0,20,100
i0475,20,12,0.6,8,0.4,0,0,20,100,0,0,7,0.35,0,0,0,0,1,0.05,12,0.6,0,0,0,0,20,100,2,0.1,18,0.9,0,0,0,0,20,100,8,0.4,12,0.6,0,0,20,100
i0514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0977,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i1001,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i1021,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i1050,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i1101,1,0,0,1,1,0,0,1,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,100,0,0,1,1,0,0,0,0,1,100,0,0,1,1,0,0,1,100
i1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1201,11,6,0.55,5,0.45,0,0,11,100,0,0,2,0.18,0,0,1,0.09,1,0.09,5,0.45,2,0.18,0,0,11,99,0,0,11,1,0,0,0,0,11,100,2,0.18,9,0.82,0,0,11,100
i1202,15,12,0.8,3,0.2,0,0,15,100,0,0,2,0.13,0,0,1,0.07,2,0.13,8,0.53,2,0.13,0,0,15,99,1,0.07,14,0.93,0,0,0,0,15,100,1,0.07,14,0.93,0,0,15,100
i1203,15,12,0.8,3,0.2,0,0,15,100,0,0,2,0.13,0,0,1,0.07,2,0.13,8,0.53,2,0.13,0,0,15,99,1,0.07,14,0.93,0,0,0,0,15,100,1,0.07,14,0.93,0,0,15,100
i1204,37,17,0.46,20,0.54,0,0,37,100,0,0,0,0,0,0,0,0,36,0.97,0,0,1,0.03,0,0,37,100,1,0.03,36,0.97,0,0,0,0,37,100,19,0.51,18,0.49,0,0,37,100
i1205,5,5,1,0,0,0,0,5,100,0,0,0,0,0,0,0,0,4,0.8,0,0,1,0.2,0,0,5,100,0,0,5,1,0,0,0,0,5,100,3,0.6,2,0.4,0,0,5,100
i1206,13,3,0.23,10,0.77,0,0,13,100,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,13,100,0,0,13,1,0,0,0,0,13,100,9,0.69,4,0.31,0,0,13,100
i1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1208,36,12,0.33,24,0.67,0,0,36,100,0,0,0,0,0,0,0,0,33,0.92,0,0,3,0.08,0,0,36,100,0,0,36,1,0,0,0,0,36,100,11,0.31,25,0.69,0,0,36,100
i1209,36,12,0.33,24,0.67,0,0,36,100,0,0,0,0,0,0,0,0,33,0.92,0,0,3,0.08,0,0,36,100,0,0,36,1,0,0,0,0,36,100,11,0.31,25,0.69,0,0,36,100
i1210,36,12,0.33,24,0.67,0,0,36,100,0,0,0,0,0,0,0,0,33,0.92,0,0,3,0.08,0,0,36,100,0,0,36,1,0,0,0,0,36,100,11,0.31,25,0.69,0,0,36,100
i1211,34,31,0.91,3,0.09,0,0,34,100,0,0,2,0.06,0,0,1,0.03,28,0.82,1,0.03,2,0.06,0,0,34,100,0,0,34,1,0,0,0,0,34,100,22,0.65,12,0.35,0,0,34,100
i1212,10,8,0.8,2,0.2,0,0,10,100,0,0,1,0.1,0,0,1,0.1,0,0,7,0.7,1,0.1,0,0,10,100,1,0.1,9,0.9,0,0,0,0,10,100,0,0,10,1,0,0,10,100
i1213,38,17,0.45,21,0.55,0,0,38,100,0,0,0,0,0,0,0,0,32,0.84,0,0,6,0.16,0,0,38,100,1,0.03,37,0.97,0,0,0,0,38,100,10,0.26,28,0.74,0,0,38,100
i1214,10,7,0.7,3,0.3,0,0,10,100,0,0,0,0,0,0,5,0.5,4,0.4,1,0.1,0,0,0,0,10,100,0,0,10,1,0,0,0,0,10,100,2,0.2,8,0.8,0,0,10,100
i1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1216,111,97,0.87,14,0.13,0,0,111,100,0,0,1,0.01,0,0,3,0.03,95,0.86,6,0.05,6,0.05,0,0,111,100,8,0.07,102,0.92,1,0.01,0,0,111,100,51,0.46,60,0.54,0,0,111,100
i1217,111,97,0.87,14,0.13,0,0,111,100,0,0,1,0.01,0,0,3,0.03,95,0.86,6,0.05,6,0.05,0,0,111,100,8,0.07,102,0.92,1,0.01,0,0,111,100,51,0.46,60,0.54,0,0,111,100
i1218,111,97,0.87,14,0.13,0,0,111,100,0,0,1,0.01,0,0,3,0.03,95,0.86,6,0.05,6,0.05,0,0,111,100,8,0.07,102,0.92,1,0.01,0,0,111,100,51,0.46,60,0.54,0,0,111,100
i1219,214,182,0.85,32,0.15,0,0,214,100,0,0,1,0,0,0,1,0,205,0.96,0,0,6,0.03,1,0,214,99,2,0.01,212,0.99,0,0,0,0,214,100,112,0.52,102,0.48,0,0,214,100
i1220,8,1,0.13,7,0.88,0,0,8,100,0,0,0,0,0,0,1,0.13,6,0.75,0,0,1,0.13,0,0,8,100,0,0,8,1,0,0,0,0,8,100,5,0.63,3,0.38,0,0,8,100
i1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i1222,109,53,0.49,56,0.51,0,0,109,100,0,0,1,0.01,0,0,7,0.06,95,0.87,1,0.01,5,0.05,0,0,109,100,6,0.06,102,0.94,1,0.01,0,0,109,100,20,0.18,89,0.82,0,0,109,100
i1223,109,53,0.49,56,0.51,0,0,109,100,0,0,1,0.01,0,0,7,0.06,95,0.87,1,0.01,5,0.05,0,0,109,100,6,0.06,102,0.94,1,0.01,0,0,109,100,20,0.18,89,0.82,0,0,109,100
